bill,classification,submission_date,bill_title,bill_text,"Notes (added = title, text, date added)",Notes
23.1003,NA,2023-03-07,Bearbeitungsdauer von IV-Beschwerden vor Bundesverwaltungsgericht,"<p>Bei IV Beschwerden ist das kantonale Gericht des Wohnortes der jeweilig betroffenen Person als gerichtliche Erstinstanz zuständig. Für Fälle von Menschen ohne Wohnsitz in der Schweiz ist das Bundesverwaltungsgericht als gerichtliche Erstinstanz zuständig. </p><p>Die Bearbeitungsdauer beträgt gemäss Jahresbericht 2020 durchschnittlich 147 Tage. </p><p>Ich bitte den Bundesrat um statistische Unterlagen und Erläuterungen zur Verfahrensdauer der gerichtlichen Erstinstanzen: </p><p>- Welches ist der Medianwert der Entscheidungsdauer des Bundesverwaltungsgerichtes für die Fällung eines IV-Rekurses? Wie hat sich dieser Medianwert in den letzten sieben Jahren entwickelt? </p><p>- Wie viel Zeit vergeht durchschnittlich bis zum Entscheid eines kantonalen Gerichtes? </p><p>- Wie viele Stunden werden für die Bearbeitung eines Falles beim Bundesverwaltungsgericht durchschnittlich aufgewendet? Wie viele Stunden dauert die Bearbeitung durchschnittlich bei einem Kantonsgericht? </p><p>- Falls es noch keinen Benchmark gibt respektive kein Quervergleich mit den Kantonen möglich ist: Was wäre notwendig, um einen Benchmark einzuführen? </p><p>Falls die Bearbeitung beim Bundesverwaltungsgericht durchschnittlich länger dauert respektive deutlich mehr Bearbeitungszeit beansprucht als in den Kantonen, stellen sich folgende Fragen: </p><p>- Was sind aus Sicht des Bundesrates die Gründe dafür? </p><p>- Welche Massnahmen müssten ergriffen werden, um eine Prozessverbesserung für eine effizientere Bearbeitung der Fälle zu erreichen? </p><p>- Sieht der Bundesrat Handlungsbedarf bei den personellen Ressourcen?</p>",NA,NA
23.7046,NA,2023-02-28,Rechtliche Annexion der besetzten palästinensischen Gebiete durch die neue israelische Regierung,"<p>Bereits im Koalitionsvertrag hat die neue Regierung Netanjahu Veränderungen in der Art der Kontrolle über die besetzten palästinensischen Gebiete vereinbart. Im Februar 2023 hat die Regierung nun den Übergang der Kontrolle über das Westjordanland von einer militärischen zu einer zivilen Behörde beschlossen.</p><p>- Wie reagiert der Bundesrat auf diesen Verstoss gegen die IV. Genfer Konvention?</p><p>- Ist er bereit, so bald als möglich ein Treffen der Hohen Vertragsparteien der IV. Genfer Konvention einzuberufen?</p>",NA,NA
23.339,NA,2023-03-17,Einführung eines Patientenfonds,"<p>Der Bundesrat wird beauftragt, die gesetzlichen Grundlagen für die Einführung eines Patientenfonds zu schaffen, damit Patientinnen und Patienten eine Entschädigung erhalten, wenn sie durch eine ärztliche Behandlung oder aufgrund eines Spitalaufenthaltes einen Schaden erlitten haben.</p><p>In seinem Bericht \""Patientenrechte und Patientenbeteiligung in der Schweiz\"", als Antwort auf die Postulate 12.3100 Kessler, 12.3124 Gilli und 12.3207 Steiert, hält der Bundesrat als möglichen Handlungsbereich die Einführung eines Entschädigungssystems für Behandlungsrisiken wie z.B. spitalerworbene Infektionen fest. Derzeit ist diese Empfehlung des Berichts im Schweizer Gesundheitssystem nicht umgesetzt, was immer wieder zu Härtefällen führt. </p><p>Laut Bundesrat müssen die Instrumente in eine Kultur der Sicherheit und des Lernens aus Fehlern eingebettet sein, die auch die Situation der Patientinnen und Patienten berücksichtigt. Ausserdem ist eine möglichst vollständige Transparenz seitens Leistungserbringern bei vermuteten medizinischen Fehlern ein sehr wichtiges Anliegen der Patientinnen und Patienten. Diese Transparenz wird im aktuellen System, das rein auf die Haftpflichtfrage stützt, nicht gefördert.</p><p>Viele andere Länder kennen ein solches System mit unterschiedlichen Modellen, das eine positive Fehlerkultur in der Medizin ermöglicht. Entsprechend den Vorschlägen des Bundesrates in dem oben genannten Bericht wird eine Entschädigung subsidiär zur Haftung für den entstandenen Schaden gewährt, wenn ein Schaden nicht auf einen Fehler zurückzuführen ist oder sich der Nachweis eines Fehlers bzw. des Kausalzusammenhangs als unmöglich erweist. Einen Fehler zu belegen ist z. B. bei mangelnder Dokumentation nicht möglich, weil gemäss bundesgerichtlicher Rechtsprechung in diesen Fällen davon ausgegangen wird, dass die üblichen Untersuchungen durchgeführt und normal ausgefallen sind. Der Bundesrat soll ein geeignetes Modell für die Finanzierung und die Organisationsform vorschlagen, wobei er auch die Form der Beteiligung der Akteure festlegt. Zu prüfen wäre auch, ob der Fonds als Überbrückungshilfe genutzt werden könnte, bis eine allfällige Haftungsfrage geklärt ist.</p>",NA,NA
23.7037,NA,2023-02-28,Hohe Löhne der Bundesangestellten,"<p>Gemäss einer Studie des Instituts für Schweizer Wirtschaftspolitik der Universität Luzern verdienen auch Bundesangestellte in hohen Lohnklassen deutlich besser als vergleichbare Arbeitnehmer in der Privatwirtschaft.</p><p>Wie rechtfertigt der Bundesrat die Tatsache, dass nicht nur die niedrigen Löhne der Bundesangestellten, sondern auch die hohen Löhne deutlich höher sind als in der Privatwirtschaft?</p>",NA,NA
23.421,4,2023-03-17,Rohstoffsektor mittels unabhängiger Aufsicht stärken,"Es soll ein gesetzlicher Rahmen geschaffen werden, der die Sorgfalts- und Offenlegungspflichten für den Rohstoffsektor definiert. Zur Durchsetzung dieser Pflichten soll eine Rohstoffmarktaufsichtsbehörde eingesetzt werden. Damit soll folgendes sichergestellt werden:
- Richtlinien für bessere Transparenz
- Bekämpfung von Korruption und anderen Formen illegitimer Finanzflüsse
- Kein Handel mit illegalen Rohstoffen, illegal erworbenen Rohstoffen oder Rohstoffen aus Ländern mit von der Schweiz belegten Handelssanktionen getätigt wird- Sorgfaltspflichten für Geschäftstätigkeiten mit politisch exponierten Personen (PEP)
- Erkennen von relevanten Risiken durch Beobachtung der Geschäftstätigkeit // Der Rohstoffsektor ist in den vergangenen Jahren deutlich gewachsen. Die in der Schweiz ansässigen Unternehmen haben während der vergangenen Krisenjahre von den volatilen Märkten profitiert. Ihre Gewinne haben sich teilweise um das mehrere hundertfache vergrössert. Aktuellen Schätzungen zu Folge verantwortet der Rohstoffsektor 8 Prozent des Bruttoinlandproduktes. Die Bedeutung dieser Branche ist vergleichbar mit dem Bankensektor (9 Prozent des BIP).
Die Bedeutung dieses Wirtschaftssektors, verbunden mit dem erhöhten Korruptionsrisiko und finanzieller Abhängigkeit (wie dargelegt im Bericht des Bundesrates zu 13.3365 ""Schweizer Geldwäschereidispositiv in Bezug auf den Rohstoffsektor"") birgt ein nicht mehr zu vernachlässigendes Risiko für die Schweiz.
Das Fehlverhalten einzelner Firmen kann zu Reputationsschäden des ganzen Sektors und der Schweiz als globalem Wirtschaftsstandort führen. Deshalb sind gesetzliche Grundlagen für den Rohstoffsektor zu verabschieden und eine Aufsichtsbehörde analog der Finma zu etablieren, die die Durchsetzung der gesetzlichen Anforderungen sicherstellt. Eine entsprechende Behörde kann durch Beobachtung relevante Risiken erkennen, Regulierungen frühzeitig planen und die nötigen Informationen zur Verfügung stellen. Sie kann den regulierten Unternehmen zusätzlich Sorgfaltspflichten auferlegen für Geschäftstätigkeiten mit politisch exponierten Personen (PEP) oder PEP-nahestehenden Personen, Transparenzvorschriften erlassen und dafür sorgen, dass kein Handel mit illegalen Rohstoffen, illegal erworbenen Rohstoffen oder Rohstoffen aus Ländern mit internationalen Handelssanktionen betrieben wird.",NA,added
23.3394,NA,2023-03-17,"Aktionsplan \""Mehr Qualität als Quantität\"" in der Pflege","<p>Der Bundesrat wird beauftragt, im Rahmen seiner Zuständigkeiten und allenfalls gemeinsam mit weiteren Akteuren und Partnern (Kantone, Leistungserbringern, Versicherern usw.) die Ausarbeitung und die Umsetzung eines Massnahmenprogramms zur Qualität der Pflege in Angriff zu nehmen. Zudem soll er dem Parlament mindestens alle zwei Jahre Bericht über den Fortschritt erstatten. Der Schwerpunkt des Programms ist auf die Sicherstellung der Qualität der ärztlichen Verschreibungen zu legen, mit dem Ziel, überflüssige oder qualitativ unzureichende Eingriffe und Fehler zu vermeiden.</p><p>Jede Schweizerin und jeder Schweizer bezahlt 12 von 100 Franken an die Finanzierung der Kosten des Gesundheitswesens. Damit bezahlen sie weltweit am zweitmeisten an das Gesundheitssystem. Die Bevölkerung verdient deshalb eine Medizin von bestmöglicher Qualität. </p><p>Unnötige und qualitativ unzureichende Eingriffe treiben nicht nur die Kosten in die Höhe, sondern bergen auch für die Gesundheit der betroffenen Personen eine Reihe von Risiken und Unwägbarkeiten. Seit Jahren weisen unzählige Studien und Expertenberichte auf die Problematik der überflüssigen und wirkungslosen oder gar kontraproduktiven Eingriffe hin - folgenlos.</p><p>Frühere und aktuelle Studien machen deutlich, dass Personen mit einer Zusatzversicherung mehr Operationen über sich ergehen lassen müssen als Personen ohne Zusatzversicherung. In Pflegeheimen werden entgegen den üblichen Richtlinien Neuroleptika im Überfluss verabreicht. In der Kardiologie kommt in zahlreichen Fällen ohne zugelassene Indikation das TAVI-Verfahren (Transcatheter Aortic Valve Implantation) zur Anwendung, was einem Verstoss gegen die Krankenpflege-Leistungsverordnung (KLV) gleichkommt. Darüber hinaus gibt es eine ausserordentlich hohe Anzahl von Eingriffen, die offensichtlich auf einen inflationären Einsatz von Stents hindeuten. </p><p>Letztlich sind es die Patientinnen und Patienten und - aus finanzieller Sicht - die Prämienzahlerinnen und Prämienzahler und die Steuerpflichtigen die unter dieser Situation leiden, in der die Ärztinnen und Ärzte unter Druck gesetzt werden - oft gegen ihren Willen -, auf Kosten der medizinischen Ethik ein Maximum zu erwirtschaften.</p><p>Mit den neuen Bestimmungen über die Qualitätsentwicklung im Bundesgesetz über die Krankenversicherung (KVG Art. 58 ff.) darf sich nicht wiederholen, was mit dem KVG und der dazugehörigen Verordnung geschehen ist: Während über 20 Jahren blieben die darin enthaltenen klaren Handlungsanweisungen toter Buchstabe... Nun müssen dringend Taten folgen! Im Zusammenhang mit der demografischen Alterung und dem damit verbundenen Anstieg des Anteils vulnerabler Personen wirken sich unnötige und minderwertige Leistungen immer heftiger aus, und zwar sowohl bei den betroffenen Patientinnen und Patienten und ihren Angehörigen als auch bei den Versicherern, den Prämienzahlerinnen und Prämienzahlern und den Steuerpflichtigen.</p>",NA,NA
23.3016,NA,2023-02-16,Von Gewalt betroffene Minderjährige und junge Erwachsene. Welche Lösungen gibt es in den einzelnen Regionen?,"<p>Der Bundesrat wird beauftragt, im Bereich der Schutzplätze für von Gewalt betroffene Minderjährige und junge Erwachsene in Zusammenarbeit mit den Kantonen eingehend zu analysieren, in welchen Regionen welche Angebote bestehen, und die Zielgruppe differenziert festzulegen.</p><p></p><p>Eine Minderheit der Kommission (Umbricht Pieren, Gafner, Gutjahr, Haab, Herzog Verena, Keller Peter, Nantermod, Tuena, Wasserfallen Christian) beantragt, das Postulat abzulehnen.</p>",NA,NA
23.3155,NA,2023-03-15,Energiestrategie 2050. Sind die Kosten für die Anpassung des Netzes tragbar oder sehen sich Familien und KMU demnächst mit enormen Mehrkosten konfrontiert?,"<p>Die Architektur des heutigen Schweizer Übertragungs- und Verteilnetzes ist auf eine zentralisierte Stromproduktion (grosse Kernkraftwerke und Wasserkraftanlagen) und auf den Stromaustausch mit dem Ausland (grenzüberschreitende Leitungen) ausgelegt.</p><p>Auf der Grundlage der Energiestrategie des Bundes, die von einer starken Zunahme der dezentralisierten Produktion mittels Windkraftparks und insbesondere Photovoltaikanlagen ausgeht, wird die Netzarchitektur bzw. die Netzdimensionierung im grossen Mass angepasst werden müssen.</p><p>Bei der heutigen Schätzung der Investitionen in die erneuerbaren Energien werden die Kosten und die Investitionen für die Anpassung der Stromübertragungs- und verteilnetze nicht thematisiert.</p><p>Ich bitte den Bundesrat um die Beantwortung der folgenden Fragen: </p><p>1. Wurde auf der Grundlage der in der heutigen Energiestrategie des Bundes vorgesehenen dezentralisierten Produktion ein neues Fachkonzept entwickelt?</p><p>2. Wie hoch werden die gesamten Investitionen und Kosten ausfallen für die Anpassung und die Änderung des Übertragungsnetzes (Höchst- und Hochspannung) und des Verteilnetzes (Mittel- und Niederspannung), einschliesslich der Transformatorenstationen?</p><p>3. Wie hoch wird der durchschnittliche Netztarif pro kWh künftig sein und wie hoch wird die Erhöhung in Prozent im Vergleich zum heute geltenden durchschnittlichen Tarif ausfallen?</p>",NA,NA
23.3012,8,2023-02-13,Mehrwertsteuerpflicht für Online-Plattformen bei elektronischen Dienstleistungen,"Der Bundesrat wird beauftragt, dem Parlament eine Änderung des Bundesgesetzes über die Mehrwertsteuer zu unterbreiten, sodass die Plattformbesteuerung auch bei elektronischen Dienstleistungen zur Anwendung kommt.
//
Mit der Botschaft zur Änderung des Mehrwertsteuergesetzes vom 24. September 2021 hat der Bundesrat dem Parlament die Plattformbesteuerung für den Versandhandel vorgeschlagen. Für Plattformen, die Dienstleistungen erbringen, ist hingegen bloss eine Auskunftspflicht vorgesehen. Bei der Beratung der Vorlage kam die WAK-S zu Schluss, dass die Plattformbesteuerung wohl auch auf elektronische Dienstleistungen ausgedehnt werden sollte, jedoch nicht ohne Konsultation der betroffenen Kreise. Bei elektronischen Dienstleistungen handelt es sich vor allem um den Download und das Streaming von Software, Apps, Filmen und Musik. Nicht der Anbieter oder die Anbieterin soll diese elektronischen Dienstleistungen versteuern, sondern die Plattform, über die sie erbracht werden. Diese soll deshalb mittels einer gesetzlichen Fiktion als Erbringerin der elektronischen Dienstleistungen bezeichnet werden. Dadurch kann die Anzahl potenziell steuerpflichtiger Personen reduziert werden, was den Vollzug erleichtert. Durch die umfassendere Besteuerung werden zudem mehrwertsteuerbedingte Wettbewerbsverzerrungen reduziert.",NA,added
23.304,NA,2023-03-01,Qualitätsverlust des Mobilfunknetzes?,"<p>Der Ausbau des 5G-Mobilfunknetzes verspricht hinsichtlich der Steigerung der Leistungsfähigkeit des Mobilfunknetzes Wunder. Bisher unmögliche Verwendungen werden durch das neue mobile Breitband ermöglicht.</p><p>Es zeigt sich jedoch, dass Gebiete, die bisher gut mit einem Mobilfunknetz versorgt waren, nicht mehr abgedeckt sind. Es gibt immer mehr \""Abdeckungslücken\"", vor allem auf Autobahnen, in Gebäuden und sogar im und um das Bundeshaus im Herzen der Bundesstadt.</p><p>Gerüchten zufolge könnte das daran liegen, dass alte Sendeanlagen durch neue, die eine höhere Datenrate, aber eine geringere Reichweite aufweisen, ersetzt wurden.</p><p>Die Mobilfunkanbieter stehen gemäss der Konzession unter der Aufsicht des Bundes. Ich bitte den Bundesrat, die folgenden Fragen zu beantworten:</p><p>- Wird die tatsächliche Qualität der Mobilfunknetze regelmässig überprüft, etwa durch Messungen vor Ort?</p><p>- Gibt es eine Behörde, bei der man Beschwerde erheben kann für den Fall, dass die Netzabdeckung nicht mit den Angaben der Anbieter übereinstimmt?</p><p>- Hat das BAKOM festgestellt, dass die Qualität des Mobilfunknetzes abgenommen hat, insbesondere unterwegs?</p><p>- Wenn ja, was sind die Gründe für diese negativen Entwicklungen?</p>",NA,NA
23.7036,NA,2023-02-28,Ehemalige Munitionslager in der Schweiz,"<p>Die SIK-N hat die Beratung des Geschäfts 22.074 mit dem Antrag auf einen Verpflichtungskredit für die Räumung des ehemaligen Munitionslagers Mitholz sistiert, da sie eine vertiefte Prüfung der Varianten erbittet.</p><p>- Gibt es weitere Munitionslager, die auf den zweiten Weltkrieg zurückzuführen sind und noch geräumt werden müssen?</p><p>- Wenn ja, wo befinden sich diese Munitionslager?</p>",NA,NA
23.3147,NA,2023-03-14,Regulierung der künstlichen Intelligenz in der Schweiz,"<p>Die rasante Entwicklung der künstlichen Intelligenz (KI) bringt viele potenzielle Vorteile, um unseren Alltag zu verbessern. Allerdings ist es auch wichtig, die Herausforderungen und Risiken zu beachten, die mit der Nutzung dieser Technologie einhergehen. Insbesondere stellen KI-Systeme, die Sprache verstehen und erzeugen können, wie beispielsweise ChatGPT, potenzielle Risiken für die Gesellschaft dar. Zum Beispiel kann es problematisch sein, wenn Kinder ChatGPT nutzen, um bei Prüfungen zu schummeln, oder wenn Anwältinnen und Anwälte ihre Arbeit ChatGPT überlassen, anstatt ihr eigenes Fachwissen zu nutzen.</p><p>Als Schweizer Regierung muss der Bundesrat dafür sorgen, dass KI auf für die Schweizer Bevölkerung verantwortungsvolle, ethische und sichere Weise eingesetzt wird. Daher ist es von entscheidender Bedeutung, klare und effiziente Regelungen zu schaffen, die den Schutz der Persönlichkeitsrechte und der Privatsphäre, die Ethik der KI und die Transparenz der KI-Entscheidung gewährleisten sowie vor Cyberangriffen und Manipulation schützen.</p><p>Ich stelle dem Bundesrat folgende Fragen:</p><p>1. Welche Massnahmen gedenkt der Bundesrat zu ergreifen, um den verantwortungsvollen Einsatz von KI in der Schweiz zu gewährleisten?</p><p>2. Wie gedenkt der Bundesrat, die Persönlichkeitsrechte und die Privatsphäre der Schweizer Bevölkerung vor dem Einsatz von KI zu schützen?</p><p>3. Wie will der Bundesrat sicherstellen, dass KI ethisch korrekt eingesetzt wird, sodass insbesondere Diskriminierung und Polarisierung vermieden werden?</p><p>4. Wie gedenkt der Bundesrat die Transparenz der KI zu gewährleisten und es den Bürgerinnen und Bürgern zu ermöglichen, zu verstehen, wie Algorithmen Entscheidungen treffen?</p><p>5. Welche Sicherheitsmassnahmen will der Bundesrat einführen, um Cyberangriffe und KI-Manipulationen zu verhindern?</p><p>6. Wie gedenkt der Bundesrat mit den potenziellen Risiken, die mit der Nutzung von Chatbots wie ChatGPT, die Sprache verstehen und erzeugen können, in Bezug auf Täuschung oder den Ersatz menschlicher Fähigkeiten umzugehen?</p><p>7. Wie gedenkt der Bundesrat eine bessere Information der Nutzerinnen und Nutzer, insbesondere der Kinder, zu ermöglichen?</p>",NA,NA
23.3422,1,2023-03-17,Humanitäre Hilfe an die Ukraine mit einer ausserordentlichen Ausgabe im schweizerischen Eigeninteresse und als Beitrag zur europäischen Sicherheit und Solidarität aufstocken,"<p>Der Bundesrat wird beauftragt, dem Parlament über eine ausserordentliche Ausgabe einen Beitrag für die humanitäre Hilfe an die Ukraine zu beantragen, der sich in der Höhe orientiert (oder orientieren kann) an anderen vergleichbaren Ländern im Bezug zu ihrer Wirtschaftsleistung.</p><p>Russland hat am 24. Februar 2022 ein unabhängiges europäisches Land überfallen und verletzt seither auf unerträgliche Weise das Völkerrecht und die Menschenrechte. Die Zerstörung der Infrastruktur ist unermesslich, das menschliche Leid ebenso. Die Ukraine leistet intensiven Widerstand - auch im Sinne jener Souveränität, welche die Schweiz und auch andere europäische Staaten für sich selbst beanspruchen. Die Hilfe und die Unterstützung der Ukraine aus der Schweiz erfolgt entsprechend auch im schweizerischen Eigeninteresse. </p><p>Das Institut für Weltwirtschaft in Kiel untersucht seit Beginn des russischen Überfalls auf die Ukraine die Hilfeleistungen von 40 Ländern an die Ukraine anhand der militärischen Unterstützung an die ukrainische Armee, der humanitären Hilfe und der finanziellen Hilfe für den ukrainischen Staatshaushalt. Berechnet wird der Anteil der Hilfe an der Wirtschaftsleistung gemessen am BIP. Gemessen an der Wirtschaftsleistung steht die Schweiz gesamthaft auf Platz 33. Dieses Ranking ist jedoch insofern zu relativieren, als dass die Schweiz keine Waffen liefert und die Kantone, die Gemeinden und die privaten Spenden nicht eingerechnet sind. Je nach Berechnungen ergibt sich ein differenziertes Bild: Zählt man beispielsweise die Kosten für die Aufnahme von Flüchtlingen dazu, nimmt die Schweiz Platz 29 ein. Konzentriert man sich allein auf die humanitäre Hilfe auf Platz 10. Der Bundesrat am 22. Februar 2023 ein neues Hilfspaket angekündigt: 140 Millionen Franken Soforthilfe sollen bereitgestellt werden, davon sind 114 Millionen Franken für die Ukraine vorgesehen und 26 Millionen Franken für Moldawien. Damit rückt die Schweiz im Ranking etwas nach vorne. </p><p>Nichtsdestotrotz soll die Schweiz ihre humanitäre Hilfe aufstocken und sich, im Bezug auf die humanitäre Hilfe, an anderen bezüglich Wirtschaftsleistung vergleichbaren Ländern ausrichten. Österreich beispielsweise führt die Rangliste an und leistet humanitäre Hilfe in der Höhe von 0,16 Prozent des BIP. Das sind etwa 2 Milliarden USD. Zum Vergleich die Schweiz: 2022 betrug das BIP 771,22 Milliarden USD, was 4,8 Milliarden USD humanitärer Hilfe entsprechen würde.</p>",NA,NA
23.3107,3,2023-03-09,Übersicht über klimaschädliche Subventionen und Anstossfinanzierungen,"Der Bundesrat wird beauftragt, einen Bericht vorzulegen, der eine Übersicht über klimaschädliche Subventionen und finanzielle Anreize des Bundes gibt. // Die Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft sowie das Forum Biodiversität Schweiz haben im Jahr 2020 eine Studie zu allen Subventionen und Anstossfinanzierungen veröffentlicht, die schädlich für die Biodiversität sind. Auf der Grundlage dieser Studie hat der Bundesrat eine Voruntersuchung in Auftrag gegeben und schliesslich im Juni 2022 die Bundesverwaltung damit beauftragt, zu untersuchen, wie sich acht Instrumente, die die Landwirtschaft, die Forstwirtschaft und die Wirtschaftsförderung betreffen, auf die Biodiversität auswirken.
Die Subventionen und Anstossfinanzierungen des Bundes können auch klimaschädlich sein. So unterstreicht der Bundesrat in seiner Antwort auf meine Interpellation 22.4099, dass es in der Schweiz zum Beispiel Begünstigungen bei Steuern auf fossile Energien gibt. Dazu gehört unter anderem die Rückerstattung der Mineralölsteuer für die Land- und Forstwirtschaft, für die Berufsfischerei, für den Naturwerkstein-Abbau, für Pistenfahrzeuge und für konzessionierte Transportunternehmen. Diese Thematik wird in Ziel 12.c der Strategie Nachhaltige Entwicklung 2030 aufgenommen: ""Negative Umweltauswirkungen von bestehenden finanziellen Anreizen für die Verwendung fossiler Energieträger werden aufgezeigt und es wird auf deren Vermeidung hingewirkt"".
Steuerbegünstigungen oder Ausnahmen bei Steuern auf fossile Energien sind jedoch nicht die einzigen klimaschädlichen Subventionen. Zum Beispiel können auch Subventionen für bestimmte Infrastrukturen klimaschädlich sein.
Es braucht daher eine Studie, die einen Überblick über klimaschädliche Subventionen und Anstossfinanzierungen gibt.
Ein solcher Überblick bildet eine Entscheidungsgrundlage, um die Steuerung der Wirtschaftsentwicklung und des Klimaschutzes aufeinander abzustimmen. So können die öffentlichen Gelder besser eingesetzt werden. Die Folge von klimaschädlichen Subventionen und Anstossfinanzierungen ist nämlich, dass später zusätzliche öffentliche Mittel eingesetzt werden müssen, um die negativen Auswirkungen auf das Klima durch Massnahmen zur Anpassung an den Klimawandel auszugleichen.",added,NA
23.7054,NA,2023-03-01,Verhalten der UNRWA gegenüber Schweizer Parlamentsmitgliedern,"<p>Im Januar 2023 besuchte eine Delegation von Parlamentsmitgliedern die UNRWA-Schule in Bethlehem. Ziel war es, vor Ort Einblick in das Schulmaterial der UNRWA (sog. Beiblätter) zu erhalten. Obwohl das Begehren über die DEZA an die UNRWA unmissverständlich kommuniziert und von der UNRWA bestätigt wurde, erhielt die Delegation kein einziges Schulmaterial vorgelegt.</p><p>- Wie beurteilt der Bundesrat diese Verweigerungshaltung?</p><p>- Welche Schritte gedenkt er in diesem Fall zu unternehmen?</p>",NA,NA
22.3337,6,2022-03-18,Faire Spielregeln bei der Einbürgerung. 7 Jahre anstatt 10 Jahre Aufenthalt genügen,"Der Bundesrat wird beauftragt, Artikel 9 Absatz 1 lit. b des Bürgerrechtsgesetzes so anzupassen, dass eine Gesuchstellung auf Einbürgerung bereits nach 7 anstatt erst nach 10 Jahren Aufenthalt in der Schweiz erfolgen kann. Die anderen auf die 10-jährige Aufenthaltsdauer abgestimmten Mindestaufenthaltsanforderungen in Artikel 9 Bürgerrechtsgesetz sind darauf abzustimmen. // Die Einbürgerungsrate der Schweiz ist im internationalen Vergleich tief - die lange Wohnsitzfrist von 10 Jahren, komplizierte Prozesse über alle drei Staatsebenen, Verfahrensdauern von 2 Jahren und länger sowie teilweise hohe Gebühren sind einige Gründe dafür.
Seit dem 1. Januar 2018 ist es zudem noch schwieriger geworden, den Schweizer Pass zu bekommen. Das neue Bürgerrechtsgesetz hat die Bedingungen verschiedentlich verschärft:
- Für Einbürgerungskandidaten gelten nun höhere sprachliche Anforderungen. Sie müssen die jeweilige Landessprache (Französisch, Deutsch oder Italienisch, je nach Sprachregion) sowohl mündlich als auch schriftlich beherrschen.
- Das neue Gesetz verlangt auch, dass der Bewerber ""am Wirtschaftsleben teilnimmt oder Bildung erwirbt"". Sozialhilfeempfänger erfüllen die Einbürgerungsvoraussetzungen also nicht. Drei Jahre vor Gesuchstellung darf keine Sozialhilfe bezogen worden sein. Auch Arbeitslose können Schwierigkeiten bei der Einbürgerung haben.
- Eine weitere Verschärfung betrifft das Strafregister. Auch bisher mussten die Antragsteller einen leeren Strafregisterauszug einreichen. Neu wird allerdings das Strafregister-Informationssystem VOSTRA massgebend sein, das den zuständigen Behörden zugänglich ist. Darin sind Urteile länger einsehbar.
- Zudem enthält das Gesetz strengere Kriterien für Personen im Ausland. In Zukunft müssen diese unter anderem beweisen, dass sie enge Beziehungen zur Schweiz haben.
Demgegenüber hat aber die Schweiz auch ein eigenes Interesse an einer möglichst raschen Einbürgerung insbesondere von jungen Einbürgerungswilligen, sofern sie alle Voraussetzungen erfüllen - und das müssen sie ja ohnehin. Denn damit wird nicht nur das Mitbestimmungs- und Zugehörigkeitsgefühl gestärkt, sondern für beide Seiten sind auch Rechte UND Pflichten geklärt.",NA,added
22.431,5,2022-05-20,Ausnahmen von der dreijährigen Tätigkeitspflicht gemäss Artikel 37 Absatz 1 KVG bei nachgewiesener Unterversorgung,"Die Kommission beschliesst, eine Vorlage auszuarbeiten mit dem Ziel, eine ärztliche Unterversorgung zu vermeiden, die als Folge der am 1. Januar 2022 in Kraft getretenen Zulassungsvoraussetzungen insbesondere in der ambulanten Grundversorgung einzutreten droht.
Die Bestimmungen über die besonderen Voraussetzungen für die Zulassung von Ärztinnen und Ärzten in Artikel 37 des Bundesgesetzes über die Krankenversicherung (KVG) sollen in folgendem Sinne ergänzt werden:
Bei einer nachgewiesenen Unterversorgung können Ärztinnen und Ärzte, die über einen der folgenden eidgenössischen Weiterbildungstitel verfügen, von der Anforderung, während drei Jahren an einer anerkannten schweizerischen Weiterbildungsstätte gearbeitet zu haben, ausgenommen werden:
a. Allgemeine innere Medizin als einziger Weiterbildungstitel;
b. Praktischer Arzt oder praktische Ärztin als einziger Weiterbildungstitel;
c. Kinder- und Jugendmedizin.",NA,added
23.7013,NA,2023-02-27,Sistierung des Resettlement-Programms des UNHCR trifft die Schwächsten der Schwachen,"<p>Gemäss dem Resettlement-Programm des UNHCR hatte sich der Bund bereit erklärt 2022 und 2023 insgesamt 1820 Flüchtlinge in sehr prekären Situationen - etwa Frauen, Kinder oder Kranke - dauerhaft aufzunehmen, wobei im Jahr 2022 641 Personen eingereist sind. Die temporäre Sistierung des Resettlement-Programms des UNHCR ab April 2023 betrifft 800 Flüchtlinge.</p><p>- Sind davon nicht die Schwächsten der Schwachen betroffen?</p><p>- Unter welchen Umständen wird die Sistierung wieder aufgehoben?</p>",NA,NA
23.7047,NA,2023-03-01,"Überprüfung der Entscheide der IV-Stellen, die auf einem Gutachten der Corela-Klinik basieren","<p>Das Bundesgericht hat 2017 den Entzug der Betriebsbewilligung für die Corela-Klinik bestätigt. Die Entscheide, die auf einer Stellungnahme dieser Klinik beruhten, wurden aber nicht automatisch überprüft. Jede versicherte Person musste selbst ein Revisionsgesuch stellen.</p><p>- Wie viele Erstgesuchen wurde infolge einer Stellungnahme der Corela-Klinik abgelehnt?</p><p>- Wie viele Revisionsgesuche wurden eingereicht?</p><p>- Wie viele Ablehnungen wurden vor Gericht gebracht und wie viele davon waren erfolgreich?</p><p>- Haben die IV-Stellen gegenüber der Corela-Klinik und/oder den Verantwortlichen Wiedergutmachung geltend gemacht?</p>",NA,NA
