sentence,label_human,label_embed2discover,corpus_filename,start_pos,end_pos,file
"Vor dem Hintergrund, dass die SRG ihre Programme in den vergangenen zwanzig Jahren immer mehr auf Bereiche ausgedehnt hat, welche direkt private Anbieter konkurrenzieren (DRS 3, Radio Virus, Unterhaltungsprogramme usw.), und zudem diverse neue Sender lanciert hat, ist diese massive Erhöhung der Empfangsgebühren unverständlich.",0,0,14/09_411.txt,1008,1336,14/09_411.txt
Die Holznutzung als Leitfunktion für die Förderung der anderen Waldfunktionen entspricht zudem der 150-jährigen Nachhaltigkeitstradition in der Schweizer Waldwirtschaft.,1,1,26/13_414.txt,1275,1444,26/13_414.txt
Tausende von Landwirtschaftsbetrieben wären in ihrer Existenz akut gefährdet.,0,0,16/10_3473.txt,285,362,16/10_3473.txt
Insbesondere: Wie werden die Daten von den IV-Stellen und den kantonalen Arbeitsämtern verwendet?4. Werden diese Daten bei der Umsetzung der 5. Revision des IVG berücksichtigt?5. Werden diese Daten bei der Ausarbeitung der 6. Revision (a und b) des IVG berücksichtigt?6. Sind diese Daten aufschlussreich für die Situation der Schweiz im internationalen Vergleich?,0,0,16/10_1034.txt,1056,1419,16/10_1034.txt
"Vor allem aber muss bei Euro 6 gegenüber Euro 5 ein Dieselmehrverbrauch von mehreren Prozent in Kauf genommen werden, um den Wirkungsgrad der Motoren zu gewährleisten.",0,0,16/10_1089.txt,454,621,16/10_1089.txt
Warum nicht die Schweiz?,0,0,16/10_3370.txt,698,722,16/10_3370.txt
Also besteht ein allgemeines Interesse am Gedeihen der Biberpopulation;,1,1,29/15_300.txt,2452,2523,29/15_300.txt
Offensichtlich genügt aber der jetzige Artikel 260 StGB nicht.,0,0,16/10_3435.txt,1214,1276,16/10_3435.txt
Demnach dürfen die Kantone die Restwassermengen über 1500 Meter über Meer nur bei Bächen ohne Fischbestand senken.,1,1,11/07_492.txt,3295,3409,11/07_492.txt
"erst recht, da die Haltung von Braunbären Massnahmen zur Empfängnisverhütung und zur Reduzierung der Fortpflanzung erfordern würde.4.",0,0,28/14_3722.txt,1904,2037,28/14_3722.txt
Artikel 187 Ziffern 1 und 4 sollen mit Freiheitsstrafen bis zu fünf bzw. drei Jahren oder mit unbedingten Geldstrafen bestraft werden.2.,0,0,16/10_3094.txt,273,409,16/10_3094.txt
"Der Bundesrat wird beauftragt, an den heutigen Beanstandungswerten von weniger als 80 000 per Milliliter für die Keimzahl und weniger als 350 000 per Milliliter für die somatischen Zellen gemäss Artikel 8 Absatz 2 der Verordnung des EVD über die Hygiene bei der Milchproduktion (VHyMP) festzuhalten bzw. keine Erhöhung dieser Werte zuzulassen.",0,0,16/10_3169.txt,0,343,16/10_3169.txt
"Der Bundesrat wird beauftragt zu prüfen, ob es nicht sinnvoll wäre, Massnahmen zu ergreifen, dank denen der Bau von Windkraftanlagen in Wäldern oder in Waldnähe sowie auf Waldweideflächen erleichtert werden kann, wenn dort ein nutzbares Windkraftpotenzial besteht.",1,0,16/10_3722.txt,2272,2536,16/10_3722.txt
In seiner Transitions-Strategie vom 18. Juni 2021 hat der Bundesrat unter dem Pfeiler Revitalisierung auch das Vorantreiben der Dekarbonisierung als Ziel genannt.,0,1,51/21_7982.txt,0,168,51/21_7982.txt
"Da Integration auch in den Vereinen stattfindet und diese teilweise von öffentlichen Geldern profitieren, können Unterstützungen für diverse Vereine und Institutionen an das Erbringen von Integrationsleistungen gekoppelt werden.",0,0,9/06_3765.txt,2641,2869,9/06_3765.txt
"Die Medien berichten derzeit immer wieder von neuen Fällen von Menschenrechtsverletzungen oder Umweltverschmutzungen, in die Tochtergesellschaften von international tätigen Unternehmen mit Sitz in der Schweiz involviert sind.",0,0,22/12_3449.txt,326,551,22/12_3449.txt
"Es muss davon ausgegangen werden, dass diese Importe zu grösseren Verwerfungen auf dem Schweizer Schlachtvieh- und Fleischmarkt führen.",0,0,16/10_3259.txt,768,903,16/10_3259.txt
Erstens sollte bei zusammengebauten Waffen die Markierung eines wesentlichen Bestandteils genügen;,0,0,36/18_027.txt,1636,1734,36/18_027.txt
"Naturemade star und basic leisten zudem mit dem eigenen, verpflichtenden Fördermodell auch einen wichtigen Beitrag zur Förderung der neuen erneuerbaren Energien und zur Ökologisierung der Wasserkraft.",1,1,3/02_3097.txt,2363,2563,3/02_3097.txt
"Zweifellos muss mit der kosovarischen Regierung eine Lösung für die Probleme ausgehandelt werden, die während der Kontrollen im Kosovo aufgetaucht sein sollen.",0,0,16/10_3039.txt,1990,2149,16/10_3039.txt
"Der Ausgang der Abstimmung über den Umwandlungssatz zeigt deutlich, welche Schwierigkeiten zu bewältigen sind, wenn man die Sozialversicherungen anpassen will, in einem Klima stärkerer Verunsicherung, unsicherer Entwicklungen bei den Renditen und eines fast explosiven Auseinanderklaffens der Schere zwischen Arm und Reich.",0,0,16/10_3244.txt,0,323,16/10_3244.txt
Gegenwärtig leiten sich die Anforderungen an Pärke von nationaler Bedeutung vom NHG und von der Pärkeverordnung ab und sind im Handbuch Programmvereinbarung,0,1,45/20_3527.txt,1781,1937,45/20_3527.txt
In der veröffentlichen Zusammenfassung des Berichtes von alt Bundesgerichtspräsident Prof. Dr. A. Häfliger vom 6. März 1989 betreffend Administrativuntersuchung im EJPD taucht der Begriff einer sogenannten Denunziationspflicht der Beam ten auf.,0,0,68/89_384.txt,71,315,68/89_384.txt
Die Fraktion will nun handeln und die Massnahmen ohne weiteres Zuwarten umsetzen.,0,0,16/10_3399.txt,750,831,16/10_3399.txt
Zu all diesen Fragen soll der geforderte Bericht Aufschluss geben.,0,0,16/10_3693.txt,1636,1702,16/10_3693.txt
"2. den Weisungen des EDI zum Naturund Landschaftsschutz (Skipisten, Meliorationen, Hochspannungsleitungen, etc.) Rechtskraft zu verschaffen.",1,1,67/87_392.txt,515,655,67/87_392.txt
Nicht alle Konsumentinnen und Konsumenten reagieren gleich sensibel auf die elektromagnetischen Felder.,0,0,16/10_3485.txt,948,1051,16/10_3485.txt
Die im Vergleich zu den Schweizern doppelt so hohe Berentungsquote bei den ex-jugoslawischen bzw. dreimal so hohe Berentungsquote bei den türkischen Personengruppen ist alarmierend.,0,0,16/10_3205.txt,1400,1581,16/10_3205.txt
Die im Vergleich zu den Schweizern doppelt so hohe Berentungsquote bei den ex-jugoslawischen bzw. dreimal so hohe Berentungsquote bei den türkischen Personengruppen ist alarmierend.,0,0,16/10_3205.txt,1400,1581,16/10_3205.txt
"Ebenfalls unklar ist, wieweit die kantonale Richt- und Raumplanung die Vernetzung der Lebensräume wildlebender Tiere heute berücksichtigt.",1,1,23/12_3639.txt,473,611,23/12_3639.txt
Solche Texte bleiben bekanntlich nicht bloss unbeachtete Buchstaben.,0,0,16/10_3501.txt,739,807,16/10_3501.txt
Solche Texte bleiben bekanntlich nicht bloss unbeachtete Buchstaben.,0,0,16/10_3501.txt,739,807,16/10_3501.txt
Solche Texte bleiben bekanntlich nicht bloss unbeachtete Buchstaben.,0,0,16/10_3501.txt,739,807,16/10_3501.txt
Die Vorlage wurde aufgrund der Anregungen aus der Vernehmlassung in diversen Punkten überarbeitet und weiterentwickelt.,0,0,40/19_074.txt,1816,1935,40/19_074.txt
Mit einer monatsscharfen Stromkennzeichnung wird mehr Transparenz geschaffen und die Stromproduktion im Winter aufgewertet.,0,0,49/21_3620.txt,1366,1489,49/21_3620.txt
Zur Volksinitiative für sauberes Trinkwasser und gesunde Nahrung - Keine Subventionen für den Pestizid- und den prophylaktischen Antibiotika-Einsatz beschloss der Ständerat mit 29 zu 8 Stimmen bei 4 Enthaltungen ein Nein.,1,0,42/19_475.txt,22730,22953,42/19_475.txt
"Der Bundesrat wird eingeladen, a. die Bemühungen der diversen Kreise zur Verbesserung der Grundausbildung von Lehrtöchtern und Lehrlingen, um die Berufslehre attraktiver zu gestalten, tatkräftig zu unterstüt zen und b. dahin zu wirken, dass den Inhaberinnen und Inhabern einer eidgenössisch anerkannten Berufsmatur ermöglicht wird, ih ren Abschluss unter angemessenen, aber entgegenkommen den Bedingungen zu einer allgemeinen Hochschulreife zu ergänzen sowie c. zu prüfen, wie die Anrechnung von Studienleistungen an einer Fachhochschule im Sinne von mehr Durchlässigkeit bei späterem Übertritt an eine universitäre Hochschule ge regelt werden kann.",0,0,74/95_3199.txt,763,1412,74/95_3199.txt
"Michael Fakhri, der UNO-Sonderberichterstatter für das Menschenrecht auf Nahrung, hat festgestellt, dass die Schweizer Praxis im Widerspruch steht zu ihren Verpflichtungen, die aus der in der UNO-Generalversammlung verabschiedeten Deklaration über die Rechte der Kleinbauern (UNDROP) und dem Internationalen Vertrag für pflanzengenetische Ressourcen für Ernährung und Landwirtschaft (ITPGRFA) hervorgehen.",0,0,53/22_492.txt,1294,1699,53/22_492.txt
"Ist er der Auffassung, dass dank der Nutzung überzähliger Embryonen, die im Rahmen des FMedG legal hergestellt, jedoch nicht zu Fortpflanzungszwecken verwendet wurden, die Praxis der Einfuhr embryonaler Stammzelllinien vermieden werden könnte?",0,0,3/02_3197.txt,3052,3297,3/02_3197.txt
"Das EU-lntegrationsbüro zum Beispiel überprüft, ob neue Gesetze und Politiken mit der EU-Politik des Bundes übereinstimmen.",0,0,16/10_3488.txt,2148,2271,16/10_3488.txt
"Das Instrument der Zielvereinbarungen hat sich in Unternehmen, die viel Energie verbrauchen, bereits bewährt.",0,0,37/18_4025.txt,73,182,37/18_4025.txt
"Die EU hat 2018 nach einer periodischen Überprüfung Neonicotinoide (Clothianidin, Imidacloprid, Thiamethoxam) zur Saatgutbeizung im Freiland in ihren Mitgliedstaaten verboten.",0,0,48/21_318.txt,3388,3563,48/21_318.txt
"Die heutige und einzigartige Spezialregelung für Menschen mit Geburtsgebrechen, die 1960 noch sehr sinnvoll und notwendig war, kann jetzt abgelöst werden.",0,0,16/10_3204.txt,714,868,16/10_3204.txt
"Das Ziel der Interpellation geht dahin, einerseits auf das Problem, das uns in naher oder ferner Zukunft treffen wird, aufmerksam zu machen und anderseits den Bundesrat einzuladen, zu prüfen, ob der Bund für die Lösung des Problems eine neue Strassenkategorie (ähnlich den Nationalstrassen, aber im Standard weitaus bescheidener) schaffen, eine Mitfinanzierung im Rahmen abgesteckter Grenzen oder eine dritte Variante vorsehen will.",0,0,16/10_3649.txt,1653,2085,16/10_3649.txt
Biodiversitätsverlust führt gemäss,1,0,45/20_3660.txt,179,213,45/20_3660.txt
"Seither wurden jedoch im Oktober 2018 von einer Recherchegemeinschaft diverse Cum-Cum- und Cum-Ex-Skandale aufgedeckt, wodurch dem Fiskus diverser europäischer Staaten geschätzt weit über 50 Milliarden an Steuererträgen entgingen.",0,0,40/19_3339.txt,342,572,40/19_3339.txt
diese E-Mails hatten das Referendum gegen die Gesetzgebung zur Einführung biometrischer Reisedokumente zum Inhalt und stammten vom Referendumskomitee.,0,0,12/08_3725.txt,115,265,12/08_3725.txt
"Bericht des Bundesrates vom 9. Mai 2012 Übersicht aus dem BerichtDer vorliegende Bericht soll darlegen, wie der Bevölkerungsschutz und der Zivil-schutz für die Zeit nach 2015 weiterentwickelt, angepasst und verbessert werden können, damit die zuständigen Stellen die Bewältigung von technik- und naturbe-dingten Katastrophen und Notlagen noch effizienter und wirksamer wahrnehmen können.",0,0,24/13_019.txt,0,387,24/13_019.txt
Dabei werden Zellen unterschiedlicher Arten wie Sonnenblume und Chicorée miteinander verschmolzen.,0,1,28/14_3935.txt,252,350,28/14_3935.txt
Weshalb werden externe Kommunikationsspezialisten beigezogen?-,0,0,16/10_3367.txt,524,586,16/10_3367.txt
"Wie das Eidgenössische Finanzdepartement (EFD) bereits am 15. Januar 2010 bestätigte, wünscht sich das US-Finanzministerium eine Koordination zwischen den wichtigsten Finanzplätzen und ist mit diesem Anliegen an das EFD gelangt.",0,0,16/10_3048.txt,1231,1459,16/10_3048.txt
"Eine der kniffligsten Fragen, die die Gerichte in Bezug auf Sozialversicherungen beschäftigen, ist die Überprüfung der Voraussetzungen für die Übernahme von Behandlungskosten im Krankheitsfall.",0,0,16/10_3261.txt,415,608,16/10_3261.txt
"Ein nationaler Ansatz zur Bekämpfung von Antibiotikaresistenzen ist unverzichtbar, reicht aber nicht aus.",0,0,41/19_3859.txt,1449,1554,41/19_3859.txt
"S Löpfe, Ackermann, de Coulon, Fricker, Lardelli, Mercier, Schaub, Vieli, Weck.",0,0,83/No_bill_id_4139_43.txt,237,316,83/No_bill_id_4139_43.txt
"Deshalb fordern wir die Überweisung der schweizerischen Steuereinnahmen der beiden in die Deepwater Horizon-Katastrophe verwickelten Schweizer Firmen an deren Opfer, insbesondere an die betroffenen Fischerfamilien.",0,0,16/10_3385.txt,1806,2022,16/10_3385.txt
"Um vorhandenes Wissen und gemachte Erfahrungen einzelner Kantone in der ganzen Schweiz optimal nutzen zu können, sollten u. a. der Wissenstransfer, die Vernetzung, die Unterstützung bei Projektlancierungen, die Vermittlung von Fachleuten und die Triage durch eine nationale Koordinationsstelle sichergestellt werden.",0,0,16/10_3551.txt,1746,2062,16/10_3551.txt
"Die starke Zersiedelung der Naturlandschaften, die Zerstörung natürlicher Lebensräume und die Verarmung der biologischen Vielfalt haben zur Folge, dass die Nahrungsketten in der Natur so stark gestört werden, dass Wildtiere vielerorts auf Ressourcen ausweichen, die auch von Menschen genutzt werden.",1,1,45/20_3731.txt,795,1094,45/20_3731.txt
"Es ist somit angezeigt, die Regelungen entsprechend zu lockern oder zumindest den unterschiedlichen Bedürfnissen von Berg- und Talgebiet anzupassen.",1,1,4/03_3262.txt,1575,1723,4/03_3262.txt
"Der Bundesrat unterbreitet dem Parlament die nötigen Rechtsgrundlagen, denen zufolge das schweizerische Hypothekargeschäft eine Angelegenheit von Finanzinstituten in der Schweiz sein muss und an das schweizerische Territorium gebunden ist.",0,0,16/10_3038.txt,0,239,16/10_3038.txt
"Vor diesem Hintergrund müssen wir uns auch in der Schweiz überlegen, wie junge Paare während der biografischen Rush-Hour besser unterstützt werden können.",0,0,8/06_3321.txt,668,822,8/06_3321.txt
"Was die Ausgaben zur Einführung des biometrischen Passes, für Präsenz Schweiz und für die Beratungshonorare im UVEK anbelangt, änderte dieser seine Meinung nicht.",0,0,13/09_041.txt,9708,9870,13/09_041.txt
Ich bitte den Bundesrat um die Beantwortung folgender Fragen:1. Worin können die Gründe für die mangelnde Benutzung der digitalen Signatur liegen?2. Welche Aufgaben hat der Staat betreffend die Zurverfügungstellung einer einfachen und für weite Bevölkerungskreise einfach erwerbbaren digitalen Signatur (Grundversorgungsaspekt)?3.,0,0,10/07_1031.txt,1536,1866,10/07_1031.txt
Es gibt systembedingte Unterschiede beim Verfahren und beim Rechtsmittelweg.,0,0,15/10_031.txt,1887,1963,15/10_031.txt
Gibt es Schätzungen zur Dunkelziffer?3. Wie viele Bewilligungen gibt es für den gewerbsmässigen Hundeimport?,0,0,48/21_3362.txt,1550,1658,48/21_3362.txt
"Der Bundesrat ist beauftragt:1. zu prüfen, welche einfachen Verstösse gegen die Rechtsordnung zusätzlich zum heutigen Recht dem Ordnungsbussensystem unterstellt werden können, und2. die entsprechende Vorlage spätestens im Jahr 2012 der Bundesversammlung vorzulegen.",0,0,16/10_3747.txt,1306,1571,16/10_3747.txt
Aus diesem Grunde bitte ich den Bundesrat um die Beantwortung folgender Fragen:1. Laufen in der Schweiz Risikoforschungsprojekte im pflanzlichen und tierischen Bereich (z. B. Gentech-Fütterung und deren Auswirkungen über eine längere Zeitperiode)?2. Sind ihm europäische und/oder internationale Programme in dieser Hinsicht bekannt?,0,0,8/06_3131.txt,525,857,8/06_3131.txt
Die Geschäftsprüfungskommissionen der beiden Räte haben in ihrem Bericht Die Behörden unter dem Druck der Finanzkrise und der Herausgabe von UBS-Kundendaten an die USA vom 30. Mai 2010 mit Empfehlung 19 eine Aufarbeitung der Krise aufseiten UBS verlangt.,0,0,16/10_3517.txt,481,737,16/10_3517.txt
Was sind die Ergebnisse?,0,0,42/19_4591.txt,1552,1576,42/19_4591.txt
"In jüngster Zeit mehrt sich die Kritik - auch in den Medien -, dass die missbräuchliche Nutzung der Erwerbsersatzkasse und speziell der Mutterschaftsversicherung zunimmt.",0,0,16/10_3148.txt,562,732,16/10_3148.txt
"Obschon laufende Forschungsarbeiten noch nicht abgeschlossen sind, plant der Bund bereits eine Anpassung der Rechtsgrundlagen.",0,0,16/10_3034.txt,1855,1981,16/10_3034.txt
"Aus diesem Grund stellt sich die Frage, ob Investitionen in spezifische klinische Forschung bewährter chemischer und pflanzlicher Arzneimittel im Einsatz gegen SARS-CoV-2 angezeigt sind.",0,0,46/20_4286.txt,881,1067,46/20_4286.txt
Sauser Missstände beim Fernunterricht,0,0,18/10626.txt,9,46,18/10626.txt
"Der Bundesrat wird damit beauftragt zum Thema der Erhaltung und Entwicklung der Biodiversität der Wälder einen Bericht vorzulegen, in dem geprüft wird, ob - in Ergänzung der Massnahmen, die zur Anpassung des Waldes an die Klimaerwärmung ergriffen werden - der Bundesversammlung der Entwurf zu einem Erlass vorzulegen ist oder zusätzliche Massnahmen zu ergreifen sind.",1,0,45/20_3750.txt,0,367,45/20_3750.txt
Hier wollen wir die Achtung der Umwelt und das Wohlergehen der Tiere aktiv fördern.,1,1,28/14_4217.txt,2113,2196,28/14_4217.txt
"Anlässlich einer Informationssitzung im Jahre 2004 kam die Finanzkommission des Nationalrates zum Schluss, dass die Ausschöpfung von Effizienz- und Kostensenkungspotenzial im Bereich Informatik der Bundesverwaltung voraussetzt, dass der Bundesrat verschiedene strukturelle und organisatorische Massnahmen beschliesst und umsetzt.",0,0,16/10_3640.txt,0,329,16/10_3640.txt
"Das wiederum ist eine Landschaftsbeeinträchtigung, gerade im touristischen Berggebiet.",0,1,16/10_3483.txt,928,1014,16/10_3483.txt
"Böden, die langfristig mehr Kohlenstoff aufnehme, als sie abgeben, wirken als sogenannte Senken.",0,1,16/10_3802.txt,0,96,16/10_3802.txt
"Böden, die langfristig mehr Kohlenstoff aufnehme, als sie abgeben, wirken als sogenannte Senken.",0,1,16/10_3802.txt,0,96,16/10_3802.txt
"Einer befürchteten Flut von Beschwerden kann mit einer Ermessen einräumenden Eintretensklausel begegnet werden, was unbedenklich ist, wird doch mit einer noch so restriktiv gehandhabten Klausel der Rechtsschutz - gemessen am Status quo - ausgebaut.",0,0,16/10_3054.txt,2962,3210,16/10_3054.txt
"Das traditionelle Weidemanagement mit Zäunen erfordert einen hohen Arbeitseinsatz, verbunden mit hohen Kosten.",1,1,40/19_3494.txt,838,948,40/19_3494.txt
Sie wird Pressemit teilungen zufolge mit Bundespräsident Felber und Bundesrat Cotti m Rio vertreten sein.,0,0,71/92_3050.txt,3830,3935,71/92_3050.txt
Seit der Wende von 1990 würden jedoch nach Angaben des rumänischen Rechnungshofes fast 400 000 Hektar des Urwaldes abgeholzt.,1,1,35/17_3994.txt,367,492,35/17_3994.txt
Die Motion Gapany (22.3795) wie auch die ähnlich lautenden Motionen Chiesa (22.3567) und Rieder (22.3610) wollen hingegen Beschlüsse zu Nährstoffverlusten und Biodiversitätsförderflächen aus dem Verordnungspaket der parlamentarischen Initiative Das Risiko beim Einsatz von Pestiziden reduzieren (19.475) aufschieben oder aufheben.,1,1,42/19_475.txt,10721,11053,42/19_475.txt
"Dies trägt dazu bei, dass die Krankenkassenprämien und auch die Zahl der Personen, die Prämienverbilligungen in Anspruch nehmen, ansteigen.",0,0,16/10_3137.txt,1156,1295,16/10_3137.txt
"Zur Motion 20.4245 schreibt der Bundesrat, dass er im Rahmen der Ernährungsstrategie 2025 die gesunde Ernährung, die Vermeidung von Food-Waste, die nachhaltige landwirtschaftliche Produktion und die Reduktion von THG entlang der Lebensmittel-Wertschöpfungsketten vorantreiben will.",0,1,50/21_7769.txt,0,281,50/21_7769.txt
Nach einem Gutachten der Wettbewerbskommission (Weko) haben Anbieterinnen von Taxidienstleistungen in der Saison 2008/09 keine Probleme erfahren.,0,0,16/10_3314.txt,1664,1809,16/10_3314.txt
So könnte die Schweiz an der Entwicklung des europäischen Netzes teilhaben.,0,0,16/10_3708.txt,655,730,16/10_3708.txt
"Wie beurteilt der Bundesrat das Verhalten der SBG und dasjenige des Wachmanns, der Akten mutig vor der Vernichtung rettete?",0,0,76/97_3046.txt,1806,1929,76/97_3046.txt
Vor allem entlang den Alpenpässen - in der empfindlichen Erholungslandschaft - ist der Lärm oft ohrenbetäubend.,0,1,32/16_3716.txt,136,247,32/16_3716.txt
die gesamte Wirtschaft rechnet mit rund 600 bis 900 Millionen Franken.,0,0,13/09_3218.txt,2408,2478,13/09_3218.txt
".. De­ zember 1957 über ausserordentliche Massnahmen zugunsten der frostgeschädigten Weinbauern, OJ}st-, Tomatenund Gemüsepflanzer Beiträge aus­ zurichten.",0,0,82/No_bill_id_2424.txt,292,447,82/No_bill_id_2424.txt
Zahlreiche in der Schweiz stark bedrohte - oder gar vor dem Aussterben stehende - Vogelarten sind auf Feuchtgebiete angewiesen.,1,1,6/04_3486.txt,2458,2585,6/04_3486.txt
"Am 10. März 2010 hat der Chef der Armee, Korpskommandant André Blattmann, in einem Interview im Tages-Anzeiger völlig neue Armee-Dienstmodelle zur Diskussion gestellt.",0,0,16/10_3293.txt,0,169,16/10_3293.txt
Die Eidgenössische Fachkommission für biologische Sicherheit schlägt ein generelles Antibiotikaverbot bei der Produktion von Nahrungsmitteln vor.-,0,0,29/14_5564.txt,0,146,29/14_5564.txt
"Artikel 17 Absatz 1 Buchstaben a bis g PäV stellen ihrerseits eine Reihe von Verboten auf, die in den Kernzonen von Nationalpärken gelten.",1,1,26/13_4196.txt,555,693,26/13_4196.txt
2. das in den Alpentälern ohnehin nur spärlich vorhandene gute Kulturland im Interesse des gesamten Landes ver mehrt geschützt werden muss?,1,1,64/82_324.txt,671,810,64/82_324.txt
Schutz von bedrohten Tierarten.-,1,1,46/20_482.txt,302,334,46/20_482.txt
Es sollten nur noch Bürgerspenden verpflanzt werden.,0,0,33/16_4164.txt,106,160,33/16_4164.txt
"Mit welchen Druckmitteln will der Bundesrat sicherstellen, dass diese notwendigen Infrastrukturen gebaut werden?6. Glaubt er ausschliessen zu können, dass die Bahnverbindung Stabio-Arcisate wegen italienischer Pflichtversäumnisse an der Grenze haltmacht?",0,0,25/13_3714.txt,1596,1850,25/13_3714.txt
Zentralbanken in den Niederlanden und Frankreich analysieren diese finanziellen Risiken und einige Finanzinstitute wenden innovative Methodologien zur Messung vom Einfluss von ihren Investitionen auf die Biodiversität an.,1,0,46/20_3897.txt,1803,2024,46/20_3897.txt
"Keine Erhöhung der ReservenDas Parlament erhöhte zudem den Kredit für diverse weitere Sportanlagen von nationaler Bedeutung von 7,67 Millionen auf 15 Millionen Franken.",0,0,48/21_030.txt,9491,9661,48/21_030.txt
"In Artikel 2 Buchstaben b und c des Auslandschweizergesetzes (ASG) wird festgehalten, dass der Bund mit diesem Gesetz die Beziehungen der Auslandschweizerinnen und -schweizer untereinander und zur Schweiz fördern sowie die internationale Mobilität der Schweizerinnen und Schweizer erleichtern will.",0,0,48/21_3191.txt,581,879,48/21_3191.txt
"Insbesondere werden immer noch zu oft Inhalte ausschliesslich in Formaten angeboten, die naturgemäss nur schwierig barrierefrei ausgestaltet werden können und deshalb oft auch nicht barrierefrei sind wie bspw. PDF-Dokumente.",0,0,48/21_3185.txt,304,528,48/21_3185.txt
"Angesichts der Studie der Eidgenössischen Forschungsanstalt für Wald, Schnee und Landwirtschaft über biodiversitätsschädigende Subventionen frage ich den Bundesrat:",1,1,47/20_5617.txt,248,412,47/20_5617.txt
Dieser Entscheid ist für die Energieversorgung unseres Landes ein historisches Ereignis.,0,0,24/13_1009.txt,528,616,24/13_1009.txt
Was kostet die viersprachige Weiterschreibung der Geschichte?,0,0,16/10_3411.txt,978,1039,16/10_3411.txt
"Indem die Schweiz hier mit Projekten gegen Hangerosion oder Schädlingsbekämpfung mit der Lokalbevölkerung versucht, Grundsätze einer erfolgreichen Landwirtschaft zu erarbeiten, nimmt die Sicherheit der eigenen Nahrungsmittelversorgung zu.",0,1,16/10_3705.txt,877,1115,16/10_3705.txt
Damit entfielen die systemische Saatgutbeizung und damit der Schutz der Zuckerrüben-Jungpflanzen vor gefährlichen Schädlingen.,0,0,46/20_4168.txt,924,1050,46/20_4168.txt
"Der Bundesrat wird beauftragt, dem Parlament eine Änderung von Artikel 18 Absatz 2 des Finanzhaushaltgesetzes (SR 611.0) vorzulegen, welche eine Prioritätenordnung vorsieht bei den Sparmassnahmen, die vom Bundesrat in seinem Zuständigkeitsbereich ergriffen oder von ihm in der Budgetbotschaft dem Parlament vorgeschlagen werden müssen, damit die Schuldenbremse eingehalten werden kann.",0,0,34/17_3015.txt,1930,2315,34/17_3015.txt
"Der Bundesrat wird beauftragt, das Strafgesetzbuch im ersten Buch, zweiter Abschnitt dahingehend zu ändern, dass der Richter keine bedingten Geldstrafen mehr aussprechen kann.",0,0,14/09_3444.txt,0,175,14/09_3444.txt
es geht also um den «nor malen» Sport) zu fördern und die bisherigen Anstrengungen zur Unterstützung des sogenannten Behindertensportes zu in tensivieren und dabei insbesondere die bisherigen Förderungs und Koordinationsmassnahmen des Bundes zu überprüfen;,0,0,71/92_3447.txt,311,567,71/92_3447.txt
Sie intervenieren dagegen über die AeCS Kommission Militärflugplätze und über den Schweizerischen Flugplatzverein.,0,0,4/03_3478.txt,4175,4289,4/03_3478.txt
"Der Bundesrat wird um die Beantwortung der nachfolgenden Fragen ersucht:1. Ist es zwingend, dass die Schweiz der Praxis der anderen Schengen-Staaten folgt und das biometrische Visum einführt?2.",0,0,29/15_3054.txt,0,193,29/15_3054.txt
"Verbotene Werbung mit Umweltar gumenten (22. Juni 1990) 1. Artikel 39 der Stoffverordnung verbietet einem Hersteller, seine Produkte in Wort und Schrift als «umweltfreundlich», «biologisch abbaubar», «nicht ozonschädigend» oder ähn lich zu bezeichnen.",0,0,69/90_627.txt,24,275,69/90_627.txt
Auf welcher rechtlichen Grundlage?3.,0,0,16/10_1045.txt,1317,1353,16/10_1045.txt
In der Beantwortung der Interpellation 10.3106 hat der Bundesrat den Widerspruch zwischen dem Torfabbauverbot in der Schweiz und dem Torfimport aus dem Ausland anerkannt.,0,0,16/10_3377.txt,268,438,16/10_3377.txt
"Die Erfahrungen, die seit dem Inkrafttreten des GTG 2004 gesammelt werden konnten, sollen als Grundlage für eine Revision der bestehenden Gesetzgebung dienen.",1,0,16/10_3362.txt,1854,2012,16/10_3362.txt
"Um die Zusammenarbeit zwischen Unternehmungen und den diversen Bildungsanstalten zu unterstützen, sind grosszügige Steuererleichterungen für in Forschung und Bildung investiertes Kapital vorzusehen.- Verluste müssen ohne zeitliche Einschränkung verrechnet werden können.",0,0,1/01_3040.txt,3268,3538,1/01_3040.txt
"110. Glasson, vom 19. Dezember 1958.Der* stetig wachsende, beträchtliche Welt­ bedarf an Erdöl hat in weiten Kreisen unseres Landes die Frage aufkommen lassen, ob es nicht angezeigt wäre, auf unserem Gebiete nach Erdölvorkommen zu forschen.",0,0,62/7785.txt,0,240,62/7785.txt
Bericht des Bundesrates (7. Dezember 1989),0,0,87/No_bill_id_7804.txt,66,108,87/No_bill_id_7804.txt
"Es ist nämlich möglich, dass eine Eizelle, die im Hinblick auf eine medizinisch unterstützte Fortpflanzung befruchtet wurde, nicht zu diesem Zweck verwendet wird (wenn die betroffene Frau erkrankt, stirbt oder die Übertragung doch noch ablehnt).",0,0,3/02_3197.txt,1931,2176,3/02_3197.txt
"Zu Beginn der Covid-19-Pandemie hat der Bundesrat sehr rasch auf dem Verordnungsweg dafür gesorgt, dass Unternehmen, die von der Krise getroffen wurden, sich schnell mit Liquidität versorgen konnten.",0,0,46/20_4281.txt,0,199,46/20_4281.txt
